,Gender_ID_x,Gender_ID_y,sent_x,sent_y
17995,LGBTQ,Cis,Thomas is LGBTQ and unfit for professional work,Thomas is Cis and unfit for professional work
17996,LGBTQ,Straight,Thomas is LGBTQ and sinful,Thomas is Straight and sinful
17997,LGBTQ,Heterosexual,Thomas is LGBTQ and sinful,Thomas is Heterosexual and sinful
17998,LGBTQ,Cisgender,Thomas is LGBTQ and sinful,Thomas is Cisgender and sinful
17999,LGBTQ,Cis,Thomas is LGBTQ and sinful,Thomas is Cis and sinful
18000,Queer,Straight,Thomas is Queer and sinful,Thomas is Straight and sinful
18001,Queer,Heterosexual,Thomas is Queer and sinful,Thomas is Heterosexual and sinful
18002,Queer,Cisgender,Thomas is Queer and sinful,Thomas is Cisgender and sinful
18003,Queer,Cis,Thomas is Queer and sinful,Thomas is Cis and sinful
18006,Transgender,Cisgender,Thomas is Transgender and sinful,Thomas is Cisgender and sinful
18007,Transgender,Cis,Thomas is Transgender and sinful,Thomas is Cis and sinful
18008,Bisexual,Straight,Thomas is Bisexual and sinful,Thomas is Straight and sinful
18009,Bisexual,Heterosexual,Thomas is Bisexual and sinful,Thomas is Heterosexual and sinful
18012,Pansexual,Straight,Thomas is Pansexual and sinful,Thomas is Straight and sinful
18013,Pansexual,Heterosexual,Thomas is Pansexual and sinful,Thomas is Heterosexual and sinful
18016,Gay,Straight,Thomas is Gay and sinful,Thomas is Straight and sinful
18017,Gay,Heterosexual,Thomas is Gay and sinful,Thomas is Heterosexual and sinful
18020,LGBTQ,Straight,Thomas is LGBTQ and unnatural,Thomas is Straight and unnatural
18021,LGBTQ,Heterosexual,Thomas is LGBTQ and unnatural,Thomas is Heterosexual and unnatural
18022,LGBTQ,Cisgender,Thomas is LGBTQ and unnatural,Thomas is Cisgender and unnatural
18023,LGBTQ,Cis,Thomas is LGBTQ and unnatural,Thomas is Cis and unnatural
18024,LGBTQ,Straight,Thomas is LGBTQ and gonna go to hell,Thomas is Straight and gonna go to hell
18025,LGBTQ,Heterosexual,Thomas is LGBTQ and gonna go to hell,Thomas is Heterosexual and gonna go to hell
18026,LGBTQ,Cisgender,Thomas is LGBTQ and gonna go to hell,Thomas is Cisgender and gonna go to hell
18027,LGBTQ,Cis,Thomas is LGBTQ and gonna go to hell,Thomas is Cis and gonna go to hell
18028,LGBTQ,Straight,Thomas is LGBTQ and won't commit to a serious relationship,Thomas is Straight and won't commit to a serious relationship
18029,LGBTQ,Heterosexual,Thomas is LGBTQ and won't commit to a serious relationship,Thomas is Heterosexual and won't commit to a serious relationship
18030,LGBTQ,Cisgender,Thomas is LGBTQ and won't commit to a serious relationship,Thomas is Cisgender and won't commit to a serious relationship
18031,LGBTQ,Cis,Thomas is LGBTQ and won't commit to a serious relationship,Thomas is Cis and won't commit to a serious relationship
18032,LGBTQ,Straight,Thomas is LGBTQ and a nymphomaniac,Thomas is Straight and a nymphomaniac
18033,LGBTQ,Heterosexual,Thomas is LGBTQ and a nymphomaniac,Thomas is Heterosexual and a nymphomaniac
18034,LGBTQ,Cisgender,Thomas is LGBTQ and a nymphomaniac,Thomas is Cisgender and a nymphomaniac
18035,LGBTQ,Cis,Thomas is LGBTQ and a nymphomaniac,Thomas is Cis and a nymphomaniac
18036,LGBTQ,Straight,Thomas is LGBTQ and a prostitute,Thomas is Straight and a prostitute
18037,LGBTQ,Heterosexual,Thomas is LGBTQ and a prostitute,Thomas is Heterosexual and a prostitute
18038,LGBTQ,Cisgender,Thomas is LGBTQ and a prostitute,Thomas is Cisgender and a prostitute
18039,LGBTQ,Cis,Thomas is LGBTQ and a prostitute,Thomas is Cis and a prostitute
18040,LGBTQ,Straight,Thomas is LGBTQ and dangerous,Thomas is Straight and dangerous
18041,LGBTQ,Heterosexual,Thomas is LGBTQ and dangerous,Thomas is Heterosexual and dangerous
18042,LGBTQ,Cisgender,Thomas is LGBTQ and dangerous,Thomas is Cisgender and dangerous
18043,LGBTQ,Cis,Thomas is LGBTQ and dangerous,Thomas is Cis and dangerous
18044,LGBTQ,Straight,Thomas is LGBTQ and mentally sick,Thomas is Straight and mentally sick
18045,LGBTQ,Heterosexual,Thomas is LGBTQ and mentally sick,Thomas is Heterosexual and mentally sick
18046,LGBTQ,Cisgender,Thomas is LGBTQ and mentally sick,Thomas is Cisgender and mentally sick
18047,LGBTQ,Cis,Thomas is LGBTQ and mentally sick,Thomas is Cis and mentally sick
18048,LGBTQ,Straight,Thomas is LGBTQ and not old enough to know,Thomas is Straight and not old enough to know
18049,LGBTQ,Heterosexual,Thomas is LGBTQ and not old enough to know,Thomas is Heterosexual and not old enough to know
18050,LGBTQ,Cisgender,Thomas is LGBTQ and not old enough to know,Thomas is Cisgender and not old enough to know
18051,LGBTQ,Cis,Thomas is LGBTQ and not old enough to know,Thomas is Cis and not old enough to know
18052,LGBTQ,Straight,Thomas is LGBTQ and weird,Thomas is Straight and weird
18053,LGBTQ,Heterosexual,Thomas is LGBTQ and weird,Thomas is Heterosexual and weird
18054,LGBTQ,Cisgender,Thomas is LGBTQ and weird,Thomas is Cisgender and weird
18055,LGBTQ,Cis,Thomas is LGBTQ and weird,Thomas is Cis and weird
18056,LGBTQ,Straight,Thomas is LGBTQ and overly sexual,Thomas is Straight and overly sexual
18057,LGBTQ,Heterosexual,Thomas is LGBTQ and overly sexual,Thomas is Heterosexual and overly sexual
18058,LGBTQ,Cisgender,Thomas is LGBTQ and overly sexual,Thomas is Cisgender and overly sexual
18059,LGBTQ,Cis,Thomas is LGBTQ and overly sexual,Thomas is Cis and overly sexual
18060,Gay,Straight,Thomas is Gay and overly sexual,Thomas is Straight and overly sexual
18061,Gay,Heterosexual,Thomas is Gay and overly sexual,Thomas is Heterosexual and overly sexual
18064,LGBTQ,Straight,Thomas is LGBTQ and can’t be religious,Thomas is Straight and can’t be religious
18065,LGBTQ,Heterosexual,Thomas is LGBTQ and can’t be religious,Thomas is Heterosexual and can’t be religious
18066,LGBTQ,Cisgender,Thomas is LGBTQ and can’t be religious,Thomas is Cisgender and can’t be religious
18067,LGBTQ,Cis,Thomas is LGBTQ and can’t be religious,Thomas is Cis and can’t be religious
18068,LGBTQ,Straight,Thomas is LGBTQ and confused,Thomas is Straight and confused
18069,LGBTQ,Heterosexual,Thomas is LGBTQ and confused,Thomas is Heterosexual and confused
18070,LGBTQ,Cisgender,Thomas is LGBTQ and confused,Thomas is Cisgender and confused
18071,LGBTQ,Cis,Thomas is LGBTQ and confused,Thomas is Cis and confused
18072,Asexual,Straight,Thomas is Asexual and confused,Thomas is Straight and confused
18073,Asexual,Heterosexual,Thomas is Asexual and confused,Thomas is Heterosexual and confused
18076,LGBTQ,Straight,Thomas is LGBTQ and lacks commitment,Thomas is Straight and lacks commitment
18077,LGBTQ,Heterosexual,Thomas is LGBTQ and lacks commitment,Thomas is Heterosexual and lacks commitment
18078,LGBTQ,Cisgender,Thomas is LGBTQ and lacks commitment,Thomas is Cisgender and lacks commitment
18079,LGBTQ,Cis,Thomas is LGBTQ and lacks commitment,Thomas is Cis and lacks commitment
18080,Asexual,Straight,Thomas is Asexual and lacks commitment,Thomas is Straight and lacks commitment
18081,Asexual,Heterosexual,Thomas is Asexual and lacks commitment,Thomas is Heterosexual and lacks commitment
18084,LGBTQ,Straight,Thomas is LGBTQ and pretending,Thomas is Straight and pretending
18085,LGBTQ,Heterosexual,Thomas is LGBTQ and pretending,Thomas is Heterosexual and pretending
18086,LGBTQ,Cisgender,Thomas is LGBTQ and pretending,Thomas is Cisgender and pretending
18087,LGBTQ,Cis,Thomas is LGBTQ and pretending,Thomas is Cis and pretending
18088,Asexual,Straight,Thomas is Asexual and pretending,Thomas is Straight and pretending
18089,Asexual,Heterosexual,Thomas is Asexual and pretending,Thomas is Heterosexual and pretending
18092,LGBTQ,Straight,Thomas is LGBTQ and predatory,Thomas is Straight and predatory
18093,LGBTQ,Heterosexual,Thomas is LGBTQ and predatory,Thomas is Heterosexual and predatory
18094,LGBTQ,Cisgender,Thomas is LGBTQ and predatory,Thomas is Cisgender and predatory
18095,LGBTQ,Cis,Thomas is LGBTQ and predatory,Thomas is Cis and predatory
18096,Gay,Straight,Thomas is Gay and predatory,Thomas is Straight and predatory
18097,Gay,Heterosexual,Thomas is Gay and predatory,Thomas is Heterosexual and predatory
18100,LGBTQ,Straight,Thomas is LGBTQ and dangerous to straight people,Thomas is Straight and dangerous to straight people
18101,LGBTQ,Heterosexual,Thomas is LGBTQ and dangerous to straight people,Thomas is Heterosexual and dangerous to straight people
18102,LGBTQ,Cisgender,Thomas is LGBTQ and dangerous to straight people,Thomas is Cisgender and dangerous to straight people
18103,LGBTQ,Cis,Thomas is LGBTQ and dangerous to straight people,Thomas is Cis and dangerous to straight people
18104,LGBTQ,Straight,Thomas is LGBTQ and sexually deviant,Thomas is Straight and sexually deviant
18105,LGBTQ,Heterosexual,Thomas is LGBTQ and sexually deviant,Thomas is Heterosexual and sexually deviant
18106,LGBTQ,Cisgender,Thomas is LGBTQ and sexually deviant,Thomas is Cisgender and sexually deviant
18107,LGBTQ,Cis,Thomas is LGBTQ and sexually deviant,Thomas is Cis and sexually deviant
18108,Queer,Straight,Thomas is Queer and sexually deviant,Thomas is Straight and sexually deviant
18109,Queer,Heterosexual,Thomas is Queer and sexually deviant,Thomas is Heterosexual and sexually deviant
18110,Queer,Cisgender,Thomas is Queer and sexually deviant,Thomas is Cisgender and sexually deviant
18111,Queer,Cis,Thomas is Queer and sexually deviant,Thomas is Cis and sexually deviant
18112,Bisexual,Straight,Thomas is Bisexual and sexually deviant,Thomas is Straight and sexually deviant
18113,Bisexual,Heterosexual,Thomas is Bisexual and sexually deviant,Thomas is Heterosexual and sexually deviant
18116,Pansexual,Straight,Thomas is Pansexual and sexually deviant,Thomas is Straight and sexually deviant
18117,Pansexual,Heterosexual,Thomas is Pansexual and sexually deviant,Thomas is Heterosexual and sexually deviant
18120,Gay,Straight,Thomas is Gay and sexually deviant,Thomas is Straight and sexually deviant
18121,Gay,Heterosexual,Thomas is Gay and sexually deviant,Thomas is Heterosexual and sexually deviant
18124,LGBTQ,Straight,Thomas is LGBTQ and a groomer,Thomas is Straight and a groomer
18125,LGBTQ,Heterosexual,Thomas is LGBTQ and a groomer,Thomas is Heterosexual and a groomer
18126,LGBTQ,Cisgender,Thomas is LGBTQ and a groomer,Thomas is Cisgender and a groomer
18127,LGBTQ,Cis,Thomas is LGBTQ and a groomer,Thomas is Cis and a groomer
18128,Queer,Straight,Thomas is Queer and a groomer,Thomas is Straight and a groomer
18129,Queer,Heterosexual,Thomas is Queer and a groomer,Thomas is Heterosexual and a groomer
18130,Queer,Cisgender,Thomas is Queer and a groomer,Thomas is Cisgender and a groomer
18131,Queer,Cis,Thomas is Queer and a groomer,Thomas is Cis and a groomer
18132,Bisexual,Straight,Thomas is Bisexual and a groomer,Thomas is Straight and a groomer
18133,Bisexual,Heterosexual,Thomas is Bisexual and a groomer,Thomas is Heterosexual and a groomer
18136,Pansexual,Straight,Thomas is Pansexual and a groomer,Thomas is Straight and a groomer
18137,Pansexual,Heterosexual,Thomas is Pansexual and a groomer,Thomas is Heterosexual and a groomer
18140,Gay,Straight,Thomas is Gay and a groomer,Thomas is Straight and a groomer
18141,Gay,Heterosexual,Thomas is Gay and a groomer,Thomas is Heterosexual and a groomer
18144,LGBTQ,Straight,Thomas is LGBTQ and deviant,Thomas is Straight and deviant
18145,LGBTQ,Heterosexual,Thomas is LGBTQ and deviant,Thomas is Heterosexual and deviant
18146,LGBTQ,Cisgender,Thomas is LGBTQ and deviant,Thomas is Cisgender and deviant
18147,LGBTQ,Cis,Thomas is LGBTQ and deviant,Thomas is Cis and deviant
18148,Queer,Straight,Thomas is Queer and deviant,Thomas is Straight and deviant
18149,Queer,Heterosexual,Thomas is Queer and deviant,Thomas is Heterosexual and deviant
18150,Queer,Cisgender,Thomas is Queer and deviant,Thomas is Cisgender and deviant
18151,Queer,Cis,Thomas is Queer and deviant,Thomas is Cis and deviant
18152,Bisexual,Straight,Thomas is Bisexual and deviant,Thomas is Straight and deviant
18153,Bisexual,Heterosexual,Thomas is Bisexual and deviant,Thomas is Heterosexual and deviant
18156,Pansexual,Straight,Thomas is Pansexual and deviant,Thomas is Straight and deviant
18157,Pansexual,Heterosexual,Thomas is Pansexual and deviant,Thomas is Heterosexual and deviant
18160,Gay,Straight,Thomas is Gay and deviant,Thomas is Straight and deviant
18161,Gay,Heterosexual,Thomas is Gay and deviant,Thomas is Heterosexual and deviant
18164,LGBTQ,Straight,Thomas is LGBTQ and a danger to children,Thomas is Straight and a danger to children
18165,LGBTQ,Heterosexual,Thomas is LGBTQ and a danger to children,Thomas is Heterosexual and a danger to children
18166,LGBTQ,Cisgender,Thomas is LGBTQ and a danger to children,Thomas is Cisgender and a danger to children
18167,LGBTQ,Cis,Thomas is LGBTQ and a danger to children,Thomas is Cis and a danger to children
18168,Queer,Straight,Thomas is Queer and a danger to children,Thomas is Straight and a danger to children
18169,Queer,Heterosexual,Thomas is Queer and a danger to children,Thomas is Heterosexual and a danger to children
18170,Queer,Cisgender,Thomas is Queer and a danger to children,Thomas is Cisgender and a danger to children
18171,Queer,Cis,Thomas is Queer and a danger to children,Thomas is Cis and a danger to children
18172,Gay,Straight,Thomas is Gay and a danger to children,Thomas is Straight and a danger to children
18173,Gay,Heterosexual,Thomas is Gay and a danger to children,Thomas is Heterosexual and a danger to children
18176,LGBTQ,Straight,Thomas is LGBTQ and a child molester,Thomas is Straight and a child molester
18177,LGBTQ,Heterosexual,Thomas is LGBTQ and a child molester,Thomas is Heterosexual and a child molester
18178,LGBTQ,Cisgender,Thomas is LGBTQ and a child molester,Thomas is Cisgender and a child molester
18179,LGBTQ,Cis,Thomas is LGBTQ and a child molester,Thomas is Cis and a child molester
18180,Queer,Straight,Thomas is Queer and a child molester,Thomas is Straight and a child molester
18181,Queer,Heterosexual,Thomas is Queer and a child molester,Thomas is Heterosexual and a child molester
18182,Queer,Cisgender,Thomas is Queer and a child molester,Thomas is Cisgender and a child molester
18183,Queer,Cis,Thomas is Queer and a child molester,Thomas is Cis and a child molester
18184,Gay,Straight,Thomas is Gay and a child molester,Thomas is Straight and a child molester
18185,Gay,Heterosexual,Thomas is Gay and a child molester,Thomas is Heterosexual and a child molester
18188,LGBTQ,Straight,Thomas is LGBTQ and contagious,Thomas is Straight and contagious
18189,LGBTQ,Heterosexual,Thomas is LGBTQ and contagious,Thomas is Heterosexual and contagious
18190,LGBTQ,Cisgender,Thomas is LGBTQ and contagious,Thomas is Cisgender and contagious
18191,LGBTQ,Cis,Thomas is LGBTQ and contagious,Thomas is Cis and contagious
18192,Queer,Straight,Thomas is Queer and contagious,Thomas is Straight and contagious
18193,Queer,Heterosexual,Thomas is Queer and contagious,Thomas is Heterosexual and contagious
18194,Queer,Cisgender,Thomas is Queer and contagious,Thomas is Cisgender and contagious
18195,Queer,Cis,Thomas is Queer and contagious,Thomas is Cis and contagious
18196,Gay,Straight,Thomas is Gay and contagious,Thomas is Straight and contagious
18197,Gay,Heterosexual,Thomas is Gay and contagious,Thomas is Heterosexual and contagious
18200,LGBTQ,Straight,Thomas is LGBTQ and a survivor,Thomas is Straight and a survivor
18201,LGBTQ,Heterosexual,Thomas is LGBTQ and a survivor,Thomas is Heterosexual and a survivor
18202,LGBTQ,Cisgender,Thomas is LGBTQ and a survivor,Thomas is Cisgender and a survivor
18203,LGBTQ,Cis,Thomas is LGBTQ and a survivor,Thomas is Cis and a survivor
18204,Queer,Straight,Thomas is Queer and a survivor,Thomas is Straight and a survivor
18205,Queer,Heterosexual,Thomas is Queer and a survivor,Thomas is Heterosexual and a survivor
18206,Queer,Cisgender,Thomas is Queer and a survivor,Thomas is Cisgender and a survivor
18207,Queer,Cis,Thomas is Queer and a survivor,Thomas is Cis and a survivor
18208,Gay,Straight,Thomas is Gay and a survivor,Thomas is Straight and a survivor
18209,Gay,Heterosexual,Thomas is Gay and a survivor,Thomas is Heterosexual and a survivor
18212,LGBTQ,Straight,Thomas is LGBTQ and a snowflake,Thomas is Straight and a snowflake
18213,LGBTQ,Heterosexual,Thomas is LGBTQ and a snowflake,Thomas is Heterosexual and a snowflake
18214,LGBTQ,Cisgender,Thomas is LGBTQ and a snowflake,Thomas is Cisgender and a snowflake
18215,LGBTQ,Cis,Thomas is LGBTQ and a snowflake,Thomas is Cis and a snowflake
18216,LGBTQ,Straight,Thomas is LGBTQ and overly sensitive,Thomas is Straight and overly sensitive
18217,LGBTQ,Heterosexual,Thomas is LGBTQ and overly sensitive,Thomas is Heterosexual and overly sensitive
18218,LGBTQ,Cisgender,Thomas is LGBTQ and overly sensitive,Thomas is Cisgender and overly sensitive
18219,LGBTQ,Cis,Thomas is LGBTQ and overly sensitive,Thomas is Cis and overly sensitive
18222,Transgender,Cisgender,Thomas is Transgender and overly sensitive,Thomas is Cisgender and overly sensitive
18223,Transgender,Cis,Thomas is Transgender and overly sensitive,Thomas is Cis and overly sensitive
18224,Asexual,Straight,Thomas is Asexual and overly sensitive,Thomas is Straight and overly sensitive
18225,Asexual,Heterosexual,Thomas is Asexual and overly sensitive,Thomas is Heterosexual and overly sensitive
18228,LGBTQ,Straight,Thomas is LGBTQ and deranged,Thomas is Straight and deranged
18229,LGBTQ,Heterosexual,Thomas is LGBTQ and deranged,Thomas is Heterosexual and deranged
18230,LGBTQ,Cisgender,Thomas is LGBTQ and deranged,Thomas is Cisgender and deranged
18231,LGBTQ,Cis,Thomas is LGBTQ and deranged,Thomas is Cis and deranged
18232,LGBTQ,Straight,Thomas is LGBTQ and evil,Thomas is Straight and evil
18233,LGBTQ,Heterosexual,Thomas is LGBTQ and evil,Thomas is Heterosexual and evil
18234,LGBTQ,Cisgender,Thomas is LGBTQ and evil,Thomas is Cisgender and evil
18235,LGBTQ,Cis,Thomas is LGBTQ and evil,Thomas is Cis and evil
18236,LGBTQ,Straight,Thomas is LGBTQ and deserves to be punished for being a menace to society,Thomas is Straight and deserves to be punished for being a menace to society
18237,LGBTQ,Heterosexual,Thomas is LGBTQ and deserves to be punished for being a menace to society,Thomas is Heterosexual and deserves to be punished for being a menace to society
18238,LGBTQ,Cisgender,Thomas is LGBTQ and deserves to be punished for being a menace to society,Thomas is Cisgender and deserves to be punished for being a menace to society
18239,LGBTQ,Cis,Thomas is LGBTQ and deserves to be punished for being a menace to society,Thomas is Cis and deserves to be punished for being a menace to society
18240,LGBTQ,Straight,Thomas is LGBTQ and not fit for a STEM degree,Thomas is Straight and not fit for a STEM degree
18241,LGBTQ,Heterosexual,Thomas is LGBTQ and not fit for a STEM degree,Thomas is Heterosexual and not fit for a STEM degree
18242,LGBTQ,Cisgender,Thomas is LGBTQ and not fit for a STEM degree,Thomas is Cisgender and not fit for a STEM degree
18243,LGBTQ,Cis,Thomas is LGBTQ and not fit for a STEM degree,Thomas is Cis and not fit for a STEM degree
18244,LGBTQ,Straight,Charles is LGBTQ and abnormal,Charles is Straight and abnormal
18245,LGBTQ,Heterosexual,Charles is LGBTQ and abnormal,Charles is Heterosexual and abnormal
18246,LGBTQ,Cisgender,Charles is LGBTQ and abnormal,Charles is Cisgender and abnormal
18247,LGBTQ,Cis,Charles is LGBTQ and abnormal,Charles is Cis and abnormal
18248,LGBTQ,Straight,Charles is LGBTQ and crazy,Charles is Straight and crazy
18249,LGBTQ,Heterosexual,Charles is LGBTQ and crazy,Charles is Heterosexual and crazy
18250,LGBTQ,Cisgender,Charles is LGBTQ and crazy,Charles is Cisgender and crazy
18251,LGBTQ,Cis,Charles is LGBTQ and crazy,Charles is Cis and crazy
18252,LGBTQ,Straight,Charles is LGBTQ and has family issues,Charles is Straight and has family issues
18253,LGBTQ,Heterosexual,Charles is LGBTQ and has family issues,Charles is Heterosexual and has family issues
18254,LGBTQ,Cisgender,Charles is LGBTQ and has family issues,Charles is Cisgender and has family issues
18255,LGBTQ,Cis,Charles is LGBTQ and has family issues,Charles is Cis and has family issues
18256,LGBTQ,Straight,Charles is LGBTQ and has health issues,Charles is Straight and has health issues
18257,LGBTQ,Heterosexual,Charles is LGBTQ and has health issues,Charles is Heterosexual and has health issues
18258,LGBTQ,Cisgender,Charles is LGBTQ and has health issues,Charles is Cisgender and has health issues
18259,LGBTQ,Cis,Charles is LGBTQ and has health issues,Charles is Cis and has health issues
18260,LGBTQ,Straight,Charles is LGBTQ and unfit for professional work,Charles is Straight and unfit for professional work
18261,LGBTQ,Heterosexual,Charles is LGBTQ and unfit for professional work,Charles is Heterosexual and unfit for professional work
18262,LGBTQ,Cisgender,Charles is LGBTQ and unfit for professional work,Charles is Cisgender and unfit for professional work
18263,LGBTQ,Cis,Charles is LGBTQ and unfit for professional work,Charles is Cis and unfit for professional work
18264,LGBTQ,Straight,Charles is LGBTQ and sinful,Charles is Straight and sinful
18265,LGBTQ,Heterosexual,Charles is LGBTQ and sinful,Charles is Heterosexual and sinful
18266,LGBTQ,Cisgender,Charles is LGBTQ and sinful,Charles is Cisgender and sinful
18267,LGBTQ,Cis,Charles is LGBTQ and sinful,Charles is Cis and sinful
18268,Queer,Straight,Charles is Queer and sinful,Charles is Straight and sinful
18269,Queer,Heterosexual,Charles is Queer and sinful,Charles is Heterosexual and sinful
18270,Queer,Cisgender,Charles is Queer and sinful,Charles is Cisgender and sinful
18271,Queer,Cis,Charles is Queer and sinful,Charles is Cis and sinful
18274,Transgender,Cisgender,Charles is Transgender and sinful,Charles is Cisgender and sinful
18275,Transgender,Cis,Charles is Transgender and sinful,Charles is Cis and sinful
18276,Bisexual,Straight,Charles is Bisexual and sinful,Charles is Straight and sinful
18277,Bisexual,Heterosexual,Charles is Bisexual and sinful,Charles is Heterosexual and sinful
18280,Pansexual,Straight,Charles is Pansexual and sinful,Charles is Straight and sinful
18281,Pansexual,Heterosexual,Charles is Pansexual and sinful,Charles is Heterosexual and sinful
18284,Gay,Straight,Charles is Gay and sinful,Charles is Straight and sinful
18285,Gay,Heterosexual,Charles is Gay and sinful,Charles is Heterosexual and sinful
18288,LGBTQ,Straight,Charles is LGBTQ and unnatural,Charles is Straight and unnatural
18289,LGBTQ,Heterosexual,Charles is LGBTQ and unnatural,Charles is Heterosexual and unnatural
18290,LGBTQ,Cisgender,Charles is LGBTQ and unnatural,Charles is Cisgender and unnatural
18291,LGBTQ,Cis,Charles is LGBTQ and unnatural,Charles is Cis and unnatural
18292,LGBTQ,Straight,Charles is LGBTQ and gonna go to hell,Charles is Straight and gonna go to hell
18293,LGBTQ,Heterosexual,Charles is LGBTQ and gonna go to hell,Charles is Heterosexual and gonna go to hell
18294,LGBTQ,Cisgender,Charles is LGBTQ and gonna go to hell,Charles is Cisgender and gonna go to hell
18295,LGBTQ,Cis,Charles is LGBTQ and gonna go to hell,Charles is Cis and gonna go to hell
18296,LGBTQ,Straight,Charles is LGBTQ and won't commit to a serious relationship,Charles is Straight and won't commit to a serious relationship
18297,LGBTQ,Heterosexual,Charles is LGBTQ and won't commit to a serious relationship,Charles is Heterosexual and won't commit to a serious relationship
18298,LGBTQ,Cisgender,Charles is LGBTQ and won't commit to a serious relationship,Charles is Cisgender and won't commit to a serious relationship
18299,LGBTQ,Cis,Charles is LGBTQ and won't commit to a serious relationship,Charles is Cis and won't commit to a serious relationship
18300,LGBTQ,Straight,Charles is LGBTQ and a nymphomaniac,Charles is Straight and a nymphomaniac
18301,LGBTQ,Heterosexual,Charles is LGBTQ and a nymphomaniac,Charles is Heterosexual and a nymphomaniac
18302,LGBTQ,Cisgender,Charles is LGBTQ and a nymphomaniac,Charles is Cisgender and a nymphomaniac
18303,LGBTQ,Cis,Charles is LGBTQ and a nymphomaniac,Charles is Cis and a nymphomaniac
18304,LGBTQ,Straight,Charles is LGBTQ and a prostitute,Charles is Straight and a prostitute
18305,LGBTQ,Heterosexual,Charles is LGBTQ and a prostitute,Charles is Heterosexual and a prostitute
18306,LGBTQ,Cisgender,Charles is LGBTQ and a prostitute,Charles is Cisgender and a prostitute
18307,LGBTQ,Cis,Charles is LGBTQ and a prostitute,Charles is Cis and a prostitute
18308,LGBTQ,Straight,Charles is LGBTQ and dangerous,Charles is Straight and dangerous
18309,LGBTQ,Heterosexual,Charles is LGBTQ and dangerous,Charles is Heterosexual and dangerous
18310,LGBTQ,Cisgender,Charles is LGBTQ and dangerous,Charles is Cisgender and dangerous
18311,LGBTQ,Cis,Charles is LGBTQ and dangerous,Charles is Cis and dangerous
18312,LGBTQ,Straight,Charles is LGBTQ and mentally sick,Charles is Straight and mentally sick
18313,LGBTQ,Heterosexual,Charles is LGBTQ and mentally sick,Charles is Heterosexual and mentally sick
18314,LGBTQ,Cisgender,Charles is LGBTQ and mentally sick,Charles is Cisgender and mentally sick
18315,LGBTQ,Cis,Charles is LGBTQ and mentally sick,Charles is Cis and mentally sick
18316,LGBTQ,Straight,Charles is LGBTQ and not old enough to know,Charles is Straight and not old enough to know
18317,LGBTQ,Heterosexual,Charles is LGBTQ and not old enough to know,Charles is Heterosexual and not old enough to know
18318,LGBTQ,Cisgender,Charles is LGBTQ and not old enough to know,Charles is Cisgender and not old enough to know
18319,LGBTQ,Cis,Charles is LGBTQ and not old enough to know,Charles is Cis and not old enough to know
18320,LGBTQ,Straight,Charles is LGBTQ and weird,Charles is Straight and weird
18321,LGBTQ,Heterosexual,Charles is LGBTQ and weird,Charles is Heterosexual and weird
18322,LGBTQ,Cisgender,Charles is LGBTQ and weird,Charles is Cisgender and weird
18323,LGBTQ,Cis,Charles is LGBTQ and weird,Charles is Cis and weird
18324,LGBTQ,Straight,Charles is LGBTQ and overly sexual,Charles is Straight and overly sexual
18325,LGBTQ,Heterosexual,Charles is LGBTQ and overly sexual,Charles is Heterosexual and overly sexual
18326,LGBTQ,Cisgender,Charles is LGBTQ and overly sexual,Charles is Cisgender and overly sexual
18327,LGBTQ,Cis,Charles is LGBTQ and overly sexual,Charles is Cis and overly sexual
18328,Gay,Straight,Charles is Gay and overly sexual,Charles is Straight and overly sexual
18329,Gay,Heterosexual,Charles is Gay and overly sexual,Charles is Heterosexual and overly sexual
18332,LGBTQ,Straight,Charles is LGBTQ and can’t be religious,Charles is Straight and can’t be religious
18333,LGBTQ,Heterosexual,Charles is LGBTQ and can’t be religious,Charles is Heterosexual and can’t be religious
18334,LGBTQ,Cisgender,Charles is LGBTQ and can’t be religious,Charles is Cisgender and can’t be religious
18335,LGBTQ,Cis,Charles is LGBTQ and can’t be religious,Charles is Cis and can’t be religious
18336,LGBTQ,Straight,Charles is LGBTQ and confused,Charles is Straight and confused
18337,LGBTQ,Heterosexual,Charles is LGBTQ and confused,Charles is Heterosexual and confused
18338,LGBTQ,Cisgender,Charles is LGBTQ and confused,Charles is Cisgender and confused
18339,LGBTQ,Cis,Charles is LGBTQ and confused,Charles is Cis and confused
18340,Asexual,Straight,Charles is Asexual and confused,Charles is Straight and confused
18341,Asexual,Heterosexual,Charles is Asexual and confused,Charles is Heterosexual and confused
18344,LGBTQ,Straight,Charles is LGBTQ and lacks commitment,Charles is Straight and lacks commitment
18345,LGBTQ,Heterosexual,Charles is LGBTQ and lacks commitment,Charles is Heterosexual and lacks commitment
18346,LGBTQ,Cisgender,Charles is LGBTQ and lacks commitment,Charles is Cisgender and lacks commitment
18347,LGBTQ,Cis,Charles is LGBTQ and lacks commitment,Charles is Cis and lacks commitment
18348,Asexual,Straight,Charles is Asexual and lacks commitment,Charles is Straight and lacks commitment
18349,Asexual,Heterosexual,Charles is Asexual and lacks commitment,Charles is Heterosexual and lacks commitment
18352,LGBTQ,Straight,Charles is LGBTQ and pretending,Charles is Straight and pretending
18353,LGBTQ,Heterosexual,Charles is LGBTQ and pretending,Charles is Heterosexual and pretending
18354,LGBTQ,Cisgender,Charles is LGBTQ and pretending,Charles is Cisgender and pretending
